,cand_pcc,cand_name,cand_office,cand_office_st,cand_office_district,cand_election_yr,from_dates,through_dates,committee_total,actblue_total,percent
913,C00657528,"SANTOPIETRO, JUSTIN",H,VA,09,2018,"[datetime.date(2018, 5, 24), datetime.date(2017, 10, 31), datetime.date(2018, 1, 1), datetime.date(2018, 4, 1)]","[datetime.date(2018, 6, 30), datetime.date(2017, 12, 31), datetime.date(2018, 3, 31), datetime.date(2018, 5, 23)]",24960.01,10353.12,0.41478829535725353
942,C00658633,"MCADAMS, BEN",H,UT,04,2018,"[datetime.date(2018, 1, 1), datetime.date(2017, 10, 1), datetime.date(2018, 4, 1), datetime.date(2018, 4, 9), datetime.date(2018, 7, 1)]","[datetime.date(2018, 3, 31), datetime.date(2017, 12, 31), datetime.date(2018, 4, 8), datetime.date(2018, 6, 30), datetime.date(2018, 9, 30)]",2211627.9,915978.62,0.4141648873212352
197,C00541359,"FREEMAN, APRIL JUNE",H,FL,17,2018,"[datetime.date(2018, 4, 1), datetime.date(2018, 1, 1), datetime.date(2017, 10, 1), datetime.date(2017, 1, 1), datetime.date(2018, 7, 1)]","[datetime.date(2018, 6, 30), datetime.date(2018, 3, 31), datetime.date(2017, 12, 31), datetime.date(2017, 3, 31), datetime.date(2018, 8, 8)]",22705.57,9371.61,0.412744978434807
642,C00648675,"GAITHER, KEVIN",H,IL,15,2018,"[datetime.date(2017, 4, 1), datetime.date(2017, 7, 1), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2017, 10, 1), datetime.date(2018, 1, 1)]","[datetime.date(2017, 6, 30), datetime.date(2017, 9, 30), datetime.date(2018, 6, 30), datetime.date(2018, 9, 30), datetime.date(2017, 12, 31), datetime.date(2018, 3, 31)]",36759.72,15138.94,0.4118350194179934
213,C00558213,"DINGELL, DEBBIE",H,MI,12,2018,"[datetime.date(2018, 7, 19), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2017, 1, 1), datetime.date(2017, 10, 1), datetime.date(2017, 7, 1), datetime.date(2018, 1, 1), datetime.date(2017, 4, 1)]","[datetime.date(2018, 9, 30), datetime.date(2018, 6, 30), datetime.date(2018, 7, 18), datetime.date(2017, 3, 31), datetime.date(2017, 12, 31), datetime.date(2017, 9, 30), datetime.date(2018, 3, 31), datetime.date(2017, 6, 30)]",400566.37,164289.38,0.41014271867106566
771,C00651653,"RODRIGUEZ, JUNIUS",H,IL,18,2018,"[datetime.date(2018, 4, 1), datetime.date(2018, 1, 1), datetime.date(2018, 7, 1), datetime.date(2017, 7, 1), datetime.date(2017, 10, 1), datetime.date(2018, 3, 1)]","[datetime.date(2018, 6, 30), datetime.date(2018, 2, 28), datetime.date(2018, 9, 30), datetime.date(2017, 9, 30), datetime.date(2017, 12, 31), datetime.date(2018, 3, 31)]",62169.95,25398.07,0.40852646656463454
923,C00657965,"PATEL, SURAJ",H,NY,12,2018,"[datetime.date(2017, 10, 1), datetime.date(2018, 6, 7), datetime.date(2018, 4, 1), datetime.date(2018, 1, 1)]","[datetime.date(2017, 12, 31), datetime.date(2018, 6, 30), datetime.date(2018, 6, 6), datetime.date(2018, 3, 31)]",1459524.22,596108.21,0.40842639117013074
897,C00656793,"BUNKEDDEKO, ADEM",H,NY,09,2018,"[datetime.date(2018, 4, 1), datetime.date(2017, 1, 1), datetime.date(2018, 6, 7), datetime.date(2018, 7, 1), datetime.date(2018, 1, 1)]","[datetime.date(2018, 6, 6), datetime.date(2017, 12, 31), datetime.date(2018, 6, 30), datetime.date(2018, 9, 30), datetime.date(2018, 3, 31)]",276940.0,112737.21,0.40708171445078356
611,C00647669,"RAMSEY, ANDREA",H,KS,03,2018,"[datetime.date(2017, 10, 1), datetime.date(2017, 7, 1), datetime.date(2017, 4, 1), datetime.date(2018, 1, 1), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1)]","[datetime.date(2017, 12, 31), datetime.date(2017, 9, 30), datetime.date(2017, 6, 30), datetime.date(2018, 3, 31), datetime.date(2018, 6, 30), datetime.date(2018, 9, 30)]",417630.06,169978.98,0.40700848976244675
551,C00640961,"SCOTT, GEORGE",H,PA,10,2018,"[datetime.date(2017, 4, 1), datetime.date(2018, 1, 1), datetime.date(2018, 4, 1), datetime.date(2017, 10, 1), datetime.date(2017, 7, 1), datetime.date(2018, 4, 26), datetime.date(2018, 7, 1)]","[datetime.date(2017, 6, 30), datetime.date(2018, 3, 31), datetime.date(2018, 4, 25), datetime.date(2017, 12, 31), datetime.date(2017, 9, 30), datetime.date(2018, 6, 30), datetime.date(2018, 9, 30)]",1098275.17,446745.27,0.40676988991747853
739,C00650572,"IOVINO, PAMELA M",H,PA,18,2018,"[datetime.date(2017, 7, 1), datetime.date(2017, 10, 1), datetime.date(2018, 1, 1)]","[datetime.date(2017, 9, 30), datetime.date(2017, 12, 31), datetime.date(2018, 3, 31)]",56902.77,23098.85,0.40593542282739487
257,C00596841,"THOMAS, KATHI",H,TX,25,2018,"[datetime.date(2018, 4, 1), datetime.date(2017, 1, 1), datetime.date(2017, 7, 1), datetime.date(2017, 10, 1), datetime.date(2017, 4, 1), datetime.date(2018, 2, 15), datetime.date(2018, 1, 1)]","[datetime.date(2018, 7, 10), datetime.date(2017, 3, 31), datetime.date(2017, 9, 30), datetime.date(2017, 12, 31), datetime.date(2017, 6, 30), datetime.date(2018, 3, 31), datetime.date(2018, 2, 14)]",36355.2,14706.77,0.40453002596602416
142,C00486563,"MANCHIN III, JOE",S,WV,00,2018,"[datetime.date(2017, 10, 1), datetime.date(2017, 1, 1), datetime.date(2018, 4, 19), datetime.date(2017, 4, 1), datetime.date(2018, 4, 1), datetime.date(2017, 7, 1), datetime.date(2018, 7, 1), datetime.date(2018, 1, 1)]","[datetime.date(2017, 12, 31), datetime.date(2017, 3, 31), datetime.date(2018, 6, 30), datetime.date(2017, 6, 30), datetime.date(2018, 4, 18), datetime.date(2017, 9, 30), datetime.date(2018, 9, 30), datetime.date(2018, 3, 31)]",5342506.9,2160800.02,0.40445432461678243
1072,C00664508,"CIMBRELO, WILLIAM E",H,MA,09,2018,"[datetime.date(2018, 7, 1), datetime.date(2018, 4, 1), datetime.date(2018, 8, 16), datetime.date(2018, 1, 1)]","[datetime.date(2018, 8, 15), datetime.date(2018, 6, 30), datetime.date(2018, 9, 30), datetime.date(2018, 3, 31)]",23762.26,9589.26,0.4035499990320786
59,C00344473,"STABENOW, DEBBIE",S,MI,00,2018,"[datetime.date(2017, 10, 1), datetime.date(2018, 7, 1), datetime.date(2017, 7, 1), datetime.date(2018, 1, 1), datetime.date(2018, 7, 19), datetime.date(2017, 4, 1), datetime.date(2017, 1, 1), datetime.date(2018, 4, 1)]","[datetime.date(2017, 12, 31), datetime.date(2018, 7, 18), datetime.date(2017, 9, 30), datetime.date(2018, 3, 31), datetime.date(2018, 9, 30), datetime.date(2017, 6, 30), datetime.date(2017, 3, 31), datetime.date(2018, 6, 30)]",8932317.04,3590017.45,0.4019133483421453
670,C00649277,"PRICE, PHILLIP",H,NC,11,2018,"[datetime.date(2017, 4, 26), datetime.date(2018, 4, 19), datetime.date(2018, 7, 1), datetime.date(2018, 1, 1), datetime.date(2017, 10, 1), datetime.date(2018, 4, 1)]","[datetime.date(2017, 9, 30), datetime.date(2018, 6, 30), datetime.date(2018, 9, 30), datetime.date(2018, 3, 31), datetime.date(2017, 12, 31), datetime.date(2018, 4, 18)]",174275.76,69926.76,0.40124203159406674
752,C00650929,"PHAM, ETHAN",H,GA,07,2018,"[datetime.date(2018, 4, 1), datetime.date(2017, 10, 1), datetime.date(2018, 1, 1), datetime.date(2017, 7, 1), datetime.date(2018, 5, 3)]","[datetime.date(2018, 5, 2), datetime.date(2017, 12, 31), datetime.date(2018, 3, 31), datetime.date(2017, 9, 30), datetime.date(2018, 6, 30)]",276958.88,110696.0,0.39968388087069096
158,C00499467,"TITUS, DINA",H,NV,01,2018,"[datetime.date(2018, 5, 24), datetime.date(2017, 7, 1), datetime.date(2018, 7, 1), datetime.date(2017, 4, 1), datetime.date(2018, 1, 1), datetime.date(2017, 10, 1), datetime.date(2018, 4, 1), datetime.date(2017, 1, 1)]","[datetime.date(2018, 6, 30), datetime.date(2017, 9, 30), datetime.date(2018, 9, 30), datetime.date(2017, 6, 30), datetime.date(2018, 3, 31), datetime.date(2017, 12, 31), datetime.date(2018, 5, 23), datetime.date(2017, 3, 31)]",229336.93,91648.21,0.39962255533812197
1246,C00673871,"SCHOOLCRAFT, JAMIE DANIEL",H,MO,07,2018,"[datetime.date(2018, 7, 19), datetime.date(2018, 7, 1), datetime.date(2018, 1, 1), datetime.date(2018, 4, 1)]","[datetime.date(2018, 9, 30), datetime.date(2018, 7, 18), datetime.date(2018, 3, 31), datetime.date(2018, 6, 30)]",27595.41,11024.39,0.3995008590196703
1198,C00670992,"WERTIME, DAVID",H,PA,05,2018,"[datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2018, 1, 1), datetime.date(2018, 4, 26)]","[datetime.date(2018, 4, 25), datetime.date(2018, 9, 30), datetime.date(2018, 3, 31), datetime.date(2018, 6, 30)]",140713.02,56072.0,0.39848480261456976
153,C00498212,"LOWENTHAL, ALAN",H,CA,47,2018,"[datetime.date(2017, 1, 1), datetime.date(2018, 5, 17), datetime.date(2017, 10, 1), datetime.date(2018, 1, 1), datetime.date(2017, 7, 1), datetime.date(2018, 7, 1), datetime.date(2018, 4, 1), datetime.date(2017, 4, 1)]","[datetime.date(2017, 3, 31), datetime.date(2018, 6, 30), datetime.date(2017, 12, 31), datetime.date(2018, 3, 31), datetime.date(2017, 9, 30), datetime.date(2018, 9, 30), datetime.date(2018, 5, 16), datetime.date(2017, 6, 30)]",239483.72,95298.03,0.39793114120659223
49,C00326801,"BALDWIN, TAMMY",S,WI,00,2018,"[datetime.date(2018, 1, 1), datetime.date(2018, 7, 26), datetime.date(2017, 1, 1), datetime.date(2018, 7, 1), datetime.date(2017, 10, 1), datetime.date(2017, 7, 1), datetime.date(2017, 4, 1), datetime.date(2018, 4, 1)]","[datetime.date(2018, 3, 31), datetime.date(2018, 9, 30), datetime.date(2017, 3, 31), datetime.date(2018, 7, 25), datetime.date(2017, 12, 31), datetime.date(2017, 9, 30), datetime.date(2017, 6, 30), datetime.date(2018, 6, 30)]",21173192.85,8424141.8,0.39786827899222577
185,C00512970,"KENNEDY, JOSEPH P III",H,MA,04,2018,"[datetime.date(2018, 4, 1), datetime.date(2018, 8, 16), datetime.date(2017, 4, 1), datetime.date(2017, 10, 1), datetime.date(2017, 1, 1), datetime.date(2017, 7, 1), datetime.date(2018, 7, 1), datetime.date(2018, 1, 1)]","[datetime.date(2018, 6, 30), datetime.date(2018, 9, 30), datetime.date(2017, 6, 30), datetime.date(2017, 12, 31), datetime.date(2017, 3, 31), datetime.date(2017, 9, 30), datetime.date(2018, 8, 15), datetime.date(2018, 3, 31)]",3072994.87,1217133.37,0.3960739999543182
738,C00650531,"WILSON, KATIE",H,NY,21,2018,"[datetime.date(2018, 6, 7), datetime.date(2018, 7, 1), datetime.date(2017, 6, 27), datetime.date(2018, 1, 1), datetime.date(2017, 10, 1), datetime.date(2018, 4, 1)]","[datetime.date(2018, 6, 30), datetime.date(2018, 9, 30), datetime.date(2017, 9, 30), datetime.date(2018, 3, 31), datetime.date(2017, 12, 31), datetime.date(2018, 6, 6)]",265607.65,104905.92,0.39496573234995297
966,C00659565,"SUDDARTH, JOHN",H,VA,01,2018,"[datetime.date(2018, 4, 1), datetime.date(2017, 10, 1), datetime.date(2018, 7, 1), datetime.date(2018, 1, 1), datetime.date(2017, 10, 1), datetime.date(2018, 5, 24)]","[datetime.date(2018, 5, 23), datetime.date(2017, 12, 31), datetime.date(2018, 7, 6), datetime.date(2018, 3, 31), datetime.date(2017, 12, 31), datetime.date(2018, 6, 30)]",66818.02,26240.13,0.39271037962513705
1253,C00675025,"FUKUMOTO, BETH",H,HI,01,2018,"[datetime.date(2018, 7, 1), datetime.date(2018, 7, 23), datetime.date(2018, 2, 28)]","[datetime.date(2018, 7, 22), datetime.date(2018, 9, 30), datetime.date(2018, 6, 30)]",82625.26,32340.0,0.39140572749786207
677,C00649392,"SAGAN, GREGORY T. MR.",H,TX,13,2018,"[datetime.date(2018, 1, 1), datetime.date(2018, 2, 15), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2017, 4, 13)]","[datetime.date(2018, 2, 14), datetime.date(2018, 3, 31), datetime.date(2018, 6, 30), datetime.date(2018, 9, 30), datetime.date(2017, 12, 31)]",23160.81,9038.22,0.3902376471289216
875,C00655860,"FERSHEE, KENDRA JEAN HUARD",H,WV,01,2018,"[datetime.date(2017, 7, 1), datetime.date(2017, 10, 1), datetime.date(2018, 4, 19), datetime.date(2018, 1, 1), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1)]","[datetime.date(2017, 9, 30), datetime.date(2017, 12, 31), datetime.date(2018, 6, 30), datetime.date(2018, 3, 31), datetime.date(2018, 4, 18), datetime.date(2018, 9, 30)]",207102.9,80791.35,0.3901024563151941
560,C00641209,"MCCONNELL, JOSEPH",H,KS,03,2018,"[datetime.date(2017, 4, 1)]","[datetime.date(2017, 7, 12)]",25157.63,9789.0,0.38910660503394
418,C00636969,"OATMAN, LAURA",H,CA,48,2018,"[datetime.date(2018, 1, 1), datetime.date(2017, 4, 1), datetime.date(2018, 4, 1), datetime.date(2018, 5, 17), datetime.date(2018, 7, 1), datetime.date(2017, 10, 1), datetime.date(2017, 7, 1)]","[datetime.date(2018, 3, 31), datetime.date(2017, 6, 30), datetime.date(2018, 5, 16), datetime.date(2018, 6, 30), datetime.date(2018, 9, 30), datetime.date(2017, 12, 31), datetime.date(2017, 9, 30)]",222902.9,86710.28,0.38900471909517553
818,C00653451,"HANSON, BEN",H,ND,00,2018,"[datetime.date(2018, 1, 1), datetime.date(2017, 7, 1), datetime.date(2018, 7, 1), datetime.date(2017, 10, 1), datetime.date(2018, 4, 1)]","[datetime.date(2018, 3, 31), datetime.date(2017, 9, 30), datetime.date(2018, 9, 30), datetime.date(2017, 12, 31), datetime.date(2018, 6, 30)]",150220.24,58427.02,0.3889423955120828
175,C00506287,"MCKELLAR, SHIRLEY JONETTA  DR",H,TX,01,2018,"[datetime.date(2018, 4, 1), datetime.date(2017, 10, 30), datetime.date(2017, 1, 1), datetime.date(2018, 3, 12), datetime.date(2017, 4, 1), datetime.date(2018, 1, 1), datetime.date(2017, 7, 1), datetime.date(2018, 7, 1)]","[datetime.date(2018, 6, 30), datetime.date(2017, 12, 31), datetime.date(2017, 3, 31), datetime.date(2018, 3, 31), datetime.date(2017, 6, 30), datetime.date(2018, 2, 14), datetime.date(2017, 9, 30), datetime.date(2018, 9, 30)]",42274.13,16337.14,0.38645715476581066
922,C00657890,"WOODS, TOM",H,MT,00,2018,"[datetime.date(2017, 9, 1), datetime.date(2018, 1, 1)]","[datetime.date(2017, 12, 31), datetime.date(2018, 1, 30)]",26225.28,10087.0,0.3846288771750006
1076,C00664599,"LIPTON, ELLEN",H,MI,09,2018,"[datetime.date(2017, 12, 15), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2018, 7, 19)]","[datetime.date(2018, 3, 31), datetime.date(2018, 6, 30), datetime.date(2018, 7, 18), datetime.date(2018, 9, 30)]",841890.87,323634.43,0.38441375424346863
654,C00648998,"CANON, DANIEL J",H,IN,09,2018,"[datetime.date(2018, 4, 19), datetime.date(2017, 10, 1), datetime.date(2018, 4, 1), datetime.date(2018, 1, 1), datetime.date(2017, 4, 1), datetime.date(2018, 7, 1)]","[datetime.date(2018, 6, 30), datetime.date(2017, 12, 31), datetime.date(2018, 4, 18), datetime.date(2018, 3, 31), datetime.date(2017, 9, 30), datetime.date(2018, 9, 30)]",440412.03,169212.33,0.3842136873509109
1123,C00666941,"JOHNSON, FRANCYS",H,GA,12,2018,"[datetime.date(2018, 4, 1), datetime.date(2018, 1, 1), datetime.date(2018, 5, 3), datetime.date(2018, 7, 1)]","[datetime.date(2018, 5, 2), datetime.date(2018, 3, 31), datetime.date(2018, 6, 30), datetime.date(2018, 9, 30)]",179663.48,68985.7,0.3839717453986753
858,C00655084,"FRIEDENBERG, MARC",H,PA,12,2018,"[datetime.date(2017, 9, 11), datetime.date(2018, 4, 1), datetime.date(2018, 1, 1), datetime.date(2018, 4, 26), datetime.date(2017, 10, 1), datetime.date(2018, 7, 1)]","[datetime.date(2017, 9, 30), datetime.date(2018, 4, 25), datetime.date(2018, 3, 31), datetime.date(2018, 6, 30), datetime.date(2017, 12, 31), datetime.date(2018, 9, 30)]",123668.36,47277.39,0.3822917195635165
393,C00636324,"MORGAN, MATTHEW WADE",H,MI,01,2018,"[datetime.date(2017, 3, 21), datetime.date(2018, 7, 1), datetime.date(2018, 7, 19), datetime.date(2017, 10, 1), datetime.date(2017, 7, 1), datetime.date(2018, 4, 1), datetime.date(2018, 1, 1)]","[datetime.date(2017, 6, 30), datetime.date(2018, 7, 18), datetime.date(2018, 9, 30), datetime.date(2017, 12, 31), datetime.date(2017, 9, 30), datetime.date(2018, 6, 30), datetime.date(2018, 3, 31)]",936887.2,356112.97,0.38010228979539906
119,C00443689,"LUJAN, BEN R MR.",H,NM,03,2018,"[datetime.date(2017, 10, 1), datetime.date(2018, 7, 1), datetime.date(2017, 4, 1), datetime.date(2017, 1, 1), datetime.date(2018, 5, 17), datetime.date(2018, 1, 1), datetime.date(2018, 4, 1), datetime.date(2017, 7, 1)]","[datetime.date(2017, 12, 31), datetime.date(2018, 9, 30), datetime.date(2017, 6, 30), datetime.date(2017, 3, 31), datetime.date(2018, 6, 30), datetime.date(2018, 3, 31), datetime.date(2018, 5, 16), datetime.date(2017, 9, 30)]",549985.18,209007.23,0.3800233853574018
778,C00651950,"HENRY, BRENDON T",H,NY,01,2018,"[datetime.date(2017, 6, 30), datetime.date(2017, 6, 30), datetime.date(2018, 4, 1), datetime.date(2018, 1, 1), datetime.date(2017, 10, 1), datetime.date(2018, 6, 7)]","[datetime.date(2017, 9, 30), datetime.date(2017, 12, 31), datetime.date(2018, 6, 6), datetime.date(2018, 3, 31), datetime.date(2017, 12, 31), datetime.date(2018, 6, 30)]",25076.42,9496.42,0.37869919230895005
417,C00636951,"HAMADANCHY, KIA",H,CA,45,2018,"[datetime.date(2018, 5, 17), datetime.date(2017, 4, 1), datetime.date(2018, 7, 1), datetime.date(2018, 1, 1), datetime.date(2017, 10, 1), datetime.date(2017, 7, 1), datetime.date(2018, 4, 1)]","[datetime.date(2018, 6, 30), datetime.date(2017, 6, 30), datetime.date(2018, 8, 24), datetime.date(2018, 3, 31), datetime.date(2017, 12, 31), datetime.date(2017, 9, 30), datetime.date(2018, 5, 16)]",643822.81,243720.81,0.378552617606077
676,C00649376,"BOURDEAUX, CAROLYN",H,GA,07,2018,"[datetime.date(2018, 7, 5), datetime.date(2018, 5, 3), datetime.date(2017, 7, 5), datetime.date(2018, 4, 1), datetime.date(2017, 10, 1), datetime.date(2018, 1, 1)]","[datetime.date(2018, 9, 30), datetime.date(2018, 7, 4), datetime.date(2017, 9, 30), datetime.date(2018, 5, 2), datetime.date(2017, 12, 31), datetime.date(2018, 3, 31)]",1813551.76,685514.82,0.3779957292203229
17,C00244335,"NORTON, ELEANOR HOLMES",H,DC,00,2018,"[datetime.date(2018, 4, 1), datetime.date(2017, 7, 1), datetime.date(2017, 4, 1), datetime.date(2017, 10, 1), datetime.date(2018, 5, 31), datetime.date(2018, 1, 1), datetime.date(2018, 7, 1), datetime.date(2017, 1, 1)]","[datetime.date(2018, 5, 30), datetime.date(2017, 9, 30), datetime.date(2017, 6, 30), datetime.date(2017, 12, 31), datetime.date(2018, 6, 30), datetime.date(2018, 3, 31), datetime.date(2018, 9, 30), datetime.date(2017, 3, 31)]",87007.91,32869.41,0.3777749632188614
599,C00647131,"KIM, DAVID",H,GA,07,2018,"[datetime.date(2018, 7, 5), datetime.date(2017, 10, 1), datetime.date(2017, 7, 1), datetime.date(2017, 4, 1), datetime.date(2018, 4, 1), datetime.date(2018, 1, 1), datetime.date(2018, 5, 3)]","[datetime.date(2018, 9, 30), datetime.date(2017, 12, 31), datetime.date(2017, 9, 30), datetime.date(2017, 6, 30), datetime.date(2018, 5, 2), datetime.date(2018, 3, 31), datetime.date(2018, 7, 4)]",321641.49,121221.5,0.37688390263333255
643,C00648683,"BAAKE, DAVID",H,NM,02,2018,"[datetime.date(2017, 10, 1), datetime.date(2018, 4, 1), datetime.date(2017, 4, 1), datetime.date(2017, 7, 1), datetime.date(2018, 1, 1)]","[datetime.date(2017, 12, 31), datetime.date(2018, 6, 26), datetime.date(2017, 6, 30), datetime.date(2017, 9, 30), datetime.date(2018, 3, 31)]",75932.38,28600.63,0.3766592065203277
15,C00238865,"DELAURO, ROSA L",H,CT,03,2018,"[datetime.date(2017, 4, 1), datetime.date(2017, 10, 1), datetime.date(2017, 1, 1), datetime.date(2018, 4, 25), datetime.date(2018, 1, 1), datetime.date(2017, 7, 1), datetime.date(2018, 7, 1), datetime.date(2018, 4, 1)]","[datetime.date(2017, 6, 30), datetime.date(2017, 12, 31), datetime.date(2017, 3, 31), datetime.date(2018, 6, 30), datetime.date(2018, 3, 31), datetime.date(2017, 9, 30), datetime.date(2018, 9, 30), datetime.date(2018, 4, 24)]",593621.47,223532.82,0.37655784249178187
1175,C00669671,"EWERT, BRIAN",H,WI,07,2018,"[datetime.date(2018, 7, 26), datetime.date(2018, 1, 1), datetime.date(2018, 7, 1), datetime.date(2018, 4, 1)]","[datetime.date(2018, 9, 30), datetime.date(2018, 3, 31), datetime.date(2018, 7, 25), datetime.date(2018, 6, 30)]",141993.73,53234.33,0.37490620184426454
627,C00648170,"REILLY, STEVEN M.",H,GA,07,2018,"[datetime.date(2017, 4, 1), datetime.date(2018, 1, 1), datetime.date(2018, 7, 1), datetime.date(2017, 10, 1), datetime.date(2018, 4, 1), datetime.date(2018, 5, 3), datetime.date(2017, 7, 1)]","[datetime.date(2017, 6, 30), datetime.date(2018, 3, 31), datetime.date(2018, 9, 30), datetime.date(2017, 12, 31), datetime.date(2018, 5, 2), datetime.date(2018, 6, 30), datetime.date(2017, 9, 30)]",38126.56,14130.0,0.37060778627812213
636,C00648519,"RACKLEFF, ROBERT BRUCE",H,FL,02,2018,"[datetime.date(2018, 7, 1), datetime.date(2017, 6, 23), datetime.date(2017, 7, 1), datetime.date(2017, 10, 1), datetime.date(2018, 4, 1), datetime.date(2018, 1, 1), datetime.date(2018, 8, 9)]","[datetime.date(2018, 8, 8), datetime.date(2017, 6, 30), datetime.date(2017, 9, 30), datetime.date(2017, 12, 31), datetime.date(2018, 6, 30), datetime.date(2018, 3, 31), datetime.date(2018, 9, 30)]",167478.15,62065.58,0.3705891186402525
249,C00591065,"EVANS, DWIGHT",H,PA,03,2018,"[datetime.date(2018, 7, 1), datetime.date(2018, 1, 1), datetime.date(2018, 4, 1), datetime.date(2017, 1, 1), datetime.date(2017, 7, 1), datetime.date(2017, 10, 1), datetime.date(2017, 4, 1), datetime.date(2018, 4, 26)]","[datetime.date(2018, 9, 30), datetime.date(2018, 3, 31), datetime.date(2018, 4, 25), datetime.date(2017, 3, 31), datetime.date(2017, 9, 30), datetime.date(2017, 12, 31), datetime.date(2017, 6, 30), datetime.date(2018, 6, 30)]",672370.59,246249.92,0.3662413610327603
